quality,visual_family,abandoned_state,rotation,width,depth,height_span,planned_writes,non_air_blocks,air_reservations,vanilla_block_entities,domum_block_entities,cross_chunk_writes,access_violations,hatch_collisions,measurement_status
MOTHERLODE,VOLCANIC,RECENTLY_ABANDONED,CLOCKWISE_90,15,15,8,469,361,32,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,VOLCANIC,RECENTLY_ABANDONED,CLOCKWISE_180,15,15,8,469,361,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,VOLCANIC,RECENTLY_ABANDONED,COUNTERCLOCKWISE_90,15,15,8,469,361,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,VOLCANIC,COLLAPSED,NONE,15,15,8,478,365,38,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,VOLCANIC,COLLAPSED,CLOCKWISE_90,15,15,8,478,365,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,VOLCANIC,COLLAPSED,CLOCKWISE_180,15,15,8,478,365,38,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,VOLCANIC,COLLAPSED,COUNTERCLOCKWISE_90,15,15,8,478,365,38,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,VOLCANIC,EVACUATED,NONE,15,15,8,469,361,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,VOLCANIC,EVACUATED,CLOCKWISE_90,15,15,8,469,361,32,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,VOLCANIC,EVACUATED,CLOCKWISE_180,15,15,8,469,361,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,VOLCANIC,EVACUATED,COUNTERCLOCKWISE_90,15,15,8,469,361,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
